INSTANCE	NUM_VEHICLES	TOTAL_DISTANCE	TOTAL_TIME	RECHARGING_AMOUNT	NUM_VISITED_STATIONS	CONFIGURATION
R206	3	922.077029	2763.948468	445.561288	5	D0;C7;C46;C8;C60;C5;C99;C59;C92;C95;C97;C42;C14;C100;C91;S11;C61;C84;C83;S9;C18;C89;C6;C13;C58;C28;C50;C69;C31;C30;C20;C66;C71;C35;C9;C51;C3;C29;C24;S1;C12;D0;D0;C26;C80;C54;C55;C25;C67;C39;C23;C72;C74;C2;C57;S14;C43;C38;C44;C16;C85;C98;C37;C87;C15;C41;C22;C75;C56;C4;C73;C21;C40;C53;D0;D0;C1;C70;C65;C34;C78;C81;C33;C79;C77;C68;C76;C27;C52;C88;C48;C19;S7;C62;C10;C32;C90;C63;C11;C64;C49;C36;C47;C82;C45;C17;C86;C93;C96;C94;D0
R207	2	845.187966	1993.882527	372.468100	3	D0;C18;C7;C19;C47;C46;C8;C83;C60;C99;C59;C92;C97;C42;C2;C72;C39;C67;C23;S17;C75;C74;C57;C87;C100;C91;S11;C61;C84;C5;C89;C6;C94;C95;C37;C98;C85;C16;C44;C38;C14;C43;C15;C41;C22;C73;C40;C21;C56;C4;C25;C55;C24;C29;C80;C12;C28;D0;D0;C26;C54;C77;C50;C1;C51;C9;C65;C35;C34;C78;C81;C33;C79;C3;C68;C76;C27;C52;C69;C31;C88;C62;S5;C10;C70;C30;C20;C71;C66;C32;C90;C63;C11;C64;C49;C36;C48;C82;C45;C17;C86;C93;C96;C13;C58;C53;D0
R208	2	736.459359	1911.928059	338.012969	2	D0;C13;C94;C95;C42;C100;C37;C98;C93;C84;C17;C45;C8;C46;C48;C82;C7;C88;C52;C18;C83;C60;C5;C61;C85;C91;S11;C16;C86;C38;C44;C14;C43;C15;C57;C41;C22;C73;C21;C72;C56;C4;C24;C29;C68;C80;C12;C26;C40;C58;C53;D0;D0;C28;C1;C50;C33;C81;C51;C9;C71;C65;C35;C34;C78;C79;C3;C77;C76;C54;C55;C25;C39;C67;C23;S17;C75;C74;C2;C87;C97;C92;C59;C99;C96;C6;C89;C69;C70;C30;C20;C66;C32;C90;C63;C64;C49;C36;C47;C19;C11;C62;C10;C31;C27;D0
R209	3	863.165810	2726.917396	425.692094	4	D0;C26;C21;C13;C99;C59;C92;C100;C14;C42;C57;C2;C58;C53;C28;C76;C50;C69;C31;S5;C10;C63;C90;C32;C20;C66;C71;C35;C9;C51;C30;S5;C62;C11;C64;C49;C36;C47;C82;C45;C17;C86;C96;D0;D0;C1;C70;C65;C34;C78;C81;C33;C79;C3;C77;C68;C80;C54;C55;C25;S18;C39;C67;C23;C75;C74;C72;C73;C40;D0;D0;C27;C52;C88;C7;C19;C48;C46;C8;C83;C84;C5;C60;C18;C89;C6;C94;C95;C97;C87;C37;C98;C93;C85;C91;S11;C61;C16;C44;C38;C43;C15;C41;C22;C56;C4;C24;C29;C12;D0
R210	3	844.706571	2785.495976	416.139275	5	D0;C27;C52;C7;C19;C88;C31;C70;C1;C33;C81;S4;C65;C35;C34;C78;C79;C3;C77;C76;C50;C69;C30;C32;C90;C63;C11;C64;C49;C36;C47;C48;C82;C62;S5;C10;C20;C66;C71;S4;C9;C51;C29;C24;C12;D0;D0;C13;C42;C14;C100;C37;C59;C99;C5;C84;C45;S10;C46;C8;C83;C60;C18;C89;C6;C94;C95;C87;C97;C92;C98;C93;C85;C91;C16;C44;C38;C86;C17;C61;C96;D0;D0;C53;C28;C26;C68;C80;C54;C55;C25;C39;C67;C23;C75;C74;C72;C21;C58;C2;C57;S14;C43;C15;C41;C22;C56;C4;C73;C40;D0
R211	2	825.252695	1892.849012	313.558798	3	D0;C13;C42;C14;C100;C92;C59;C99;C5;C84;C46;C8;S9;C18;C52;C27;C28;C69;C1;C30;C70;C31;C88;C7;C48;C19;C47;C36;C49;C64;C11;C62;C10;C63;C90;C32;C20;C66;C71;C35;C9;C51;C50;C3;C29;C24;S1;C12;C4;C56;C22;C41;C73;C40;D0;D0;C26;C76;C33;C81;C65;C34;C78;C79;C77;C68;C80;C54;C55;C25;S18;C39;C67;C23;C75;C74;C72;C21;C58;C53;C94;C95;C97;C87;C2;C57;C15;C43;C38;C44;C86;C16;C91;C37;C98;C93;C85;C61;C17;C45;C82;C83;C60;C96;C6;C89;D0
RC101	15	1661.526394	3193.925118	529.159402	22	D0;C84;C85;C89;S17;C51;D0;D0;S3;C42;C44;C36;C37;C38;C39;C43;C40;C35;S3;D0;D0;C93;C71;C72;C41;S3;C54;C81;D0;D0;C53;C14;C13;C47;C12;C15;S12;C16;C17;D0;D0;C66;C64;C49;C22;C24;C83;S15;C90;D0;D0;C100;S7;C45;C4;C2;C6;C8;C3;C5;C1;S5;C61;D0;D0;C62;S19;C32;C31;C26;C27;C29;C34;S19;D0;D0;C80;C91;C95;C56;C92;C94;C96;D0;D0;S17;C76;C63;S18;C33;C30;C28;C50;C67;D0;D0;S14;C58;C75;C77;C74;C86;S13;D0;D0;C55;C70;C68;D0;D0;S13;C59;C87;S11;C10;C11;C9;C97;S13;D0;D0;S15;C57;C19;C18;C23;C25;C20;C21;C48;S16;D0;D0;C65;C52;C99;S13;C88;C82;C98;D0;D0;C69;S9;C79;C78;C73;C7;C46;S7;C60;D0
RC102	14	1510.158535	2951.508775	436.566347	19	D0;C14;C78;S10;C73;C6;C46;S7;C100;D0;D0;S17;C76;C63;C85;C33;C30;S19;C50;C67;D0;D0;S3;C42;C44;C36;C37;C38;C39;C43;C40;C35;S3;D0;D0;C69;S9;C60;C79;C7;C8;C3;C5;C1;S5;C61;D0;D0;S11;C9;C13;C11;C10;C12;C15;C16;C17;C47;C53;D0;D0;C65;C52;C99;S13;C88;C98;C82;C90;D0;D0;C64;C84;C89;S17;C51;D0;D0;S11;C87;C59;C97;C75;C74;C86;S13;D0;D0;C66;S15;C24;C22;C19;C49;C20;C83;D0;D0;C62;S19;C32;C28;C26;C31;C29;C27;C34;S19;D0;D0;C80;C91;C95;C56;C92;D0;D0;C94;C93;C71;C72;C41;S3;C54;C96;C81;D0;D0;S15;C57;C58;C77;C23;C25;C21;C48;C18;S16;D0;D0;C55;C2;C4;C45;C70;C68;D0
RC103	12	1359.341778	2705.801935	432.850178	15	D0;C66;S15;C64;C24;C22;C20;C56;C92;C80;D0;D0;C65;C99;C52;S11;C9;C13;C15;C16;C17;C47;C14;D0;D0;S3;C42;C44;C37;C36;C35;C38;C39;C41;C40;C43;S3;D0;D0;C83;C57;S14;C77;C25;C23;C21;C48;C18;C19;C49;D0;D0;C2;S7;C45;C4;C6;C7;C8;C46;C5;C3;C1;C61;D0;D0;C94;C67;C50;S19;C33;C28;C26;C27;C29;C31;S19;D0;D0;C69;S11;C87;C59;C97;C75;C58;C74;C86;S13;D0;D0;C93;C71;C34;C30;C32;S19;C62;C95;D0;D0;C91;C88;C82;C90;D0;D0;C60;C79;C78;C73;S10;C12;C11;C10;C53;C98;D0;D0;S17;C76;C85;C84;C63;C89;S17;C51;D0;D0;C55;C100;C70;S0;C68;C72;C54;C96;C81;D0
RC104	11	1174.316076	2416.915475	362.044929	13	D0;S15;C24;C25;C23;C21;C48;C18;C19;C49;C20;C22;S15;D0;D0;C69;C55;C88;C98;C82;C90;D0;D0;C100;C2;C4;C6;C7;C8;C46;C45;C5;C3;C1;S5;D0;D0;C81;C54;C37;C36;C35;C40;C43;C44;S3;C61;D0;D0;C83;C57;C52;C87;S11;C9;C13;C15;C16;C17;C47;D0;D0;C68;C70;C42;S3;C38;C39;C41;C72;C71;C93;C94;C96;D0;D0;C53;S9;C60;C79;C73;C78;C12;C14;C11;C10;C99;S13;D0;D0;S19;C33;C32;C30;C28;C26;C27;C29;C31;C34;S19;D0;D0;C65;C66;C64;C51;S17;C76;C89;C63;C85;C84;D0;D0;C80;C92;C67;C50;C62;C95;C56;C91;D0;D0;C86;C74;S14;C77;C58;C75;C97;C59;S13;D0
RC105	13	1471.800284	2861.325220	449.562509	19	D0;S11;C13;C14;C47;C15;C12;C16;C17;C60;S9;D0;D0;C52;C87;C59;C97;S13;D0;D0;C66;S15;C57;C49;C19;C18;C48;C21;C25;C23;S15;D0;D0;C80;C95;C84;C85;C63;C76;C89;S17;C51;C92;D0;D0;C65;S13;C99;C10;C11;C9;C82;C90;S0;C81;D0;D0;C91;C64;C24;C22;C20;C83;S15;C56;D0;D0;C100;C55;C68;C70;S3;C39;C40;C43;S3;C61;D0;D0;C62;S19;C32;C27;C26;C28;C30;C33;S19;C67;D0;D0;S14;C58;C75;C77;C74;C86;S13;D0;D0;C93;C71;S1;C29;C31;C34;C50;C94;D0;D0;S7;C45;C4;C2;C6;C7;C8;C46;C5;C3;C1;D0;D0;S3;C42;C44;C36;C35;C37;C38;C41;C72;C54;C96;D0;D0;C69;C53;C78;C79;C73;S9;C88;C98;D0
RC106	13	1391.232215	2832.903450	374.785630	16	D0;C53;S9;C78;C73;C79;C7;C6;C60;S9;C98;D0;D0;C93;C71;S1;C31;C28;C26;C27;C29;C34;S19;D0;D0;C57;S14;C77;C58;C75;C97;C9;S11;D0;D0;C65;S13;C99;C52;C87;C59;C74;C86;C83;D0;D0;C69;C55;C100;C2;C4;C45;C46;C8;C5;C3;C1;S5;D0;D0;C68;C70;C88;C82;C90;D0;D0;C91;S15;C24;C22;C20;C56;C92;D0;D0;C80;C95;C62;S19;C32;C30;C33;C50;C67;C94;D0;D0;S3;C42;C44;C38;C39;C37;C36;C35;C43;C40;S3;C61;D0;D0;C66;C64;C49;C19;C18;C23;C25;C21;C48;S16;D0;D0;C41;C72;C54;C96;C81;D0;D0;C84;C85;C63;C76;C89;S17;C51;D0;D0;S11;C13;C47;C14;C12;C10;C11;C15;C16;C17;S9;D0
RC107	11	1244.369699	2448.377923	386.120533	15	D0;C62;S19;C33;C32;C30;C28;C26;C27;C29;C31;S19;D0;D0;C64;S15;C57;C24;C22;C19;C49;C20;C83;D0;D0;C53;C78;S10;C73;C79;C60;C98;C82;C90;D0;D0;C69;S9;C88;C55;C70;C68;C61;C81;C54;C96;D0;D0;C100;C2;C4;C6;C7;C8;C46;C45;C5;C3;C1;S5;D0;D0;C80;C91;C95;C84;C85;C63;C89;C76;S17;C51;C56;D0;D0;S13;C13;C11;C10;C12;C14;C47;C17;C15;C16;C9;S13;D0;D0;C66;S16;C18;C48;C21;C23;C25;C77;C74;C86;S13;D0;D0;C65;S13;C99;C52;C87;C59;C58;C75;C97;S11;D0;D0;S3;C42;C44;C43;C38;C37;C35;C36;C40;C39;C41;D0;D0;C93;C71;C72;S1;C34;C50;C67;C94;C92;D0
RC108	11	1154.138857	2391.447755	298.084321	12	D0;C91;C95;C84;C85;C63;C89;C76;S17;C51;C56;D0;D0;C53;S11;C87;C59;C97;C75;C58;C74;C86;S13;D0;D0;S13;C10;C11;C13;C15;C16;C17;C47;C14;C12;C9;S13;D0;D0;C93;C71;C72;C54;C81;C61;C68;D0;D0;C55;C100;C70;C2;C4;C46;C8;C45;C5;C3;C1;S5;D0;D0;S19;C34;C31;C29;C27;C26;C28;C30;C32;C33;S19;D0;D0;C66;C64;C49;C19;C18;C48;C21;C23;C25;C77;S14;D0;D0;C80;C92;C62;C50;C67;C94;C96;D0;D0;C69;C88;C6;C7;C79;C73;C78;C60;S9;C98;D0;D0;C65;S13;C99;C52;C57;C24;C22;C20;C83;C82;C90;D0;D0;S3;C42;C44;C43;C40;C36;C35;C37;C38;C39;C41;D0
RC201	4	1433.570188	3650.432981	653.519130	7	D0;C90;C65;C99;C13;C16;C17;C47;C14;S10;C73;C78;C53;C10;C11;S11;C86;C87;C75;C58;C52;C82;C21;C22;C64;C66;S13;C9;C59;C74;C97;C15;C12;D0;D0;C77;C25;C48;C19;S16;C76;C85;C56;C24;C20;C49;C23;C57;C98;C6;S7;C1;C3;C8;C100;C70;C42;C44;C40;C36;C35;C39;C94;C92;C50;C71;C81;D0;D0;C69;C60;C79;C7;C2;S5;C43;C38;C37;C41;C72;C93;C96;C80;C63;C51;S15;C83;C91;C95;C54;C61;C55;C88;C4;C45;C5;C46;C68;D0;D0;C67;C62;C34;C32;C28;C30;C29;C27;C26;C31;C33;C89;C18;C84;D0
RC202	3	1403.665043	2838.669684	590.553201	6	D0;C90;C79;C7;S5;C43;C38;C37;C41;C72;C93;C96;C80;C63;S18;C30;C28;C29;C91;C95;C51;C64;C66;C59;C74;S11;C13;C15;C12;C53;C98;D0;D0;C65;C76;C85;C32;C62;C56;C20;C49;C21;C23;C57;C60;C6;S7;C1;C3;C5;C8;C2;C100;C70;C42;C44;C40;C36;C35;C45;C4;C46;C68;C39;C71;C81;D0;D0;C69;C99;C24;C22;C19;C18;C48;C25;C77;C75;C97;C16;C17;C47;C14;S10;C73;C78;C10;C11;C9;C87;C58;C86;C83;C52;S13;C82;C88;C55;C61;C54;C94;C92;C67;C50;C34;C27;C26;C31;C33;C89;C84;D0
RC203	3	1054.906034	2708.689282	492.386102	7	D0;C83;S14;C77;C25;C23;C21;C48;C18;C76;C63;C85;C56;C20;C49;C19;C22;C24;C57;C86;C74;C58;C75;C97;C59;C87;S11;C52;C82;C88;C55;C61;C54;C66;C64;C92;C94;C93;C71;C81;C68;D0;D0;C90;C65;C99;C9;C10;C11;C13;C16;C17;C47;C73;C78;C2;C1;C3;C5;C8;C45;S5;C42;C44;C43;C40;C36;C35;C39;S5;S7;C4;C46;C15;C14;C12;C53;C98;D0;D0;C69;C60;C79;C7;C6;C100;C70;C38;C37;C41;C72;C96;C91;C67;C62;C50;S19;C30;C32;C34;C31;C29;C27;C26;C28;C33;C89;S17;C51;C84;C95;C80;D0
RC204	3	884.751732	2679.152748	458.492136	5	D0;C65;C66;C83;C57;S14;C77;C25;C23;C21;C48;C18;C19;C49;C20;C22;C24;C56;C95;C67;C34;C31;C29;C27;C26;C28;C30;C32;C33;S19;C50;C62;C64;C51;C76;C89;C63;C85;C84;C92;C91;C80;D0;D0;C69;C98;C60;C79;S10;C17;C16;C14;C7;C46;C45;C5;C3;C1;C8;C73;S10;C47;C15;C13;C9;C87;C59;C97;C75;C58;C74;C86;C52;C99;S13;C53;C88;C55;C68;C61;C70;C100;C2;C4;C6;C78;C12;C11;C10;C82;D0;D0;C90;C96;C94;C93;C71;C72;C38;C41;C42;C44;C43;C40;C36;C35;C37;C39;C54;C81;D0
RC205	3	1238.456046	2661.487984	744.487159	10	D0;C56;C65;C99;S13;C98;C53;C13;C16;C17;C47;C14;C78;C73;C6;S7;C1;C3;C45;C8;C70;C100;C54;S3;C42;C44;C40;C36;C35;C39;C5;C46;C4;C88;C55;D0;D0;C67;C34;C28;C32;S19;C62;C76;C48;C23;C25;C19;C49;C20;C24;C57;C77;C75;C58;C87;S11;C10;C11;C9;C82;C66;C64;C51;S17;C89;C18;C21;C22;C74;C59;C97;C15;C12;D0;D0;C90;C69;S9;C60;C79;C7;C2;C43;C37;C38;S3;C41;C72;C96;C93;C80;C91;C86;C52;C83;C85;C63;S18;C30;C31;C29;C27;C26;C33;S19;C50;C84;C95;C92;C94;C71;C81;C61;C68;D0
RC206	3	1197.602486	2693.065536	558.515901	6	D0;C69;C60;C79;C7;C2;S5;C43;C37;C38;C41;C72;C93;C96;C80;C56;C83;C57;C23;C58;C75;C87;C86;C52;S13;C82;C91;C92;C95;C84;C64;C66;S15;C74;C59;C97;C9;C15;C12;D0;D0;C65;C99;C77;C25;C48;C19;C24;C20;C49;C76;C85;C62;C67;C34;C32;C28;C29;C30;C63;S17;C51;C22;C21;C18;C89;C33;C26;C27;C31;C50;C71;C94;C81;D0;D0;C90;C98;C53;C13;C16;C17;C47;C14;C11;C10;C78;C73;C6;C8;C3;C1;C88;C100;C70;C61;C54;S3;C44;C42;C40;C36;C35;C39;S3;C5;C45;C46;C4;C55;C68;D0
RC207	3	978.301452	2515.667155	342.547108	5	D0;C80;C91;C56;C96;C93;C72;C41;C38;C37;C35;C36;C39;C40;C43;C44;C42;S3;C100;C70;C3;C5;C45;C8;C46;C4;C88;C55;D0;D0;C69;C98;C53;C78;C60;C7;C6;C2;C1;C79;C73;C14;C47;C17;C16;C13;C11;C10;S11;C87;C86;C58;C75;C23;C21;C18;C22;C64;S15;C83;C82;C12;C15;C9;C97;C59;C74;C52;C66;D0;D0;C90;C65;C99;C57;S14;C77;C25;C48;C19;C49;C24;C20;C76;C63;C85;C62;C67;C34;C32;C30;C31;C29;C27;C28;C26;C33;C89;S17;C51;C84;C50;C95;C92;C94;C71;C54;C81;C61;C68;D0
RC208	3	833.121547	2425.025915	336.231547	6	D0;C69;C98;C53;S9;C60;C2;C6;C7;C79;C73;C78;C14;C47;C17;C16;C15;C13;C11;C12;C10;C9;S11;C86;C87;C59;C97;C75;C58;C74;C52;S13;C82;D0;D0;C90;C65;C99;C57;C77;C25;C23;C48;C19;C49;C24;C20;C51;S17;C76;C89;C33;C32;C30;C28;C26;C27;C29;C31;C34;C50;C85;C63;S17;C18;C21;C22;C83;C66;C64;C84;C95;C92;C94;C71;C54;C81;C61;C68;D0;D0;C80;C91;C56;C62;C67;C93;C96;C72;C41;C39;C38;C37;C35;C36;C40;C43;C44;C42;S3;C1;C3;C5;C45;C8;C46;C4;C70;C100;C55;C88;D0
R104-2	22	2102.82948	2386.272295	345.825872	12	D0;S3;C20;C66;C65;C35;C71;S4;C9;C51;C50;D0;D0;C94;C95;C59;C98;C37;C57;C15;S14;C43;C42;C87;C97;C13;D0;D0;C85;C61;S11;C91;C16;C86;C44;C38;C14;C100;C92;S13;D0;D0;S5;C10;C11;C64;C63;C90;S6;C32;C30;C70;C27;D0;D0;C48;C36;C49;S8;C47;C19;C62;C88;C31;D0;D0;C26;C54;C55;C25;S19;C4;C72;C73;C21;C2;C58;C53;D0;D0;C76;C79;C3;C77;C12;D0;D0;C40;C74;C75;C56;C23;C67;S18;C39;C22;C41;D0;D0;C60;C83;C8;C46;S10;C45;C17;C84;C5;C93;C99;C96;C6;D0;D0;C89;C18;C82;C7;C52;C69;D0;D0;C1;C33;C81;C78;C34;C29;C24;S1;C80;C68;C28;D0;D0;S3;C20;C66;C65;C35;C71;S4;C9;C51;C50;D0;D0;C94;C95;C59;C98;C37;C57;C15;S14;C43;C42;C87;C97;C13;D0;D0;C85;C61;S11;C91;C16;C86;C44;C38;C14;C100;C92;S13;D0;D0;S5;C10;C11;C64;C63;C90;S6;C32;C30;C70;C27;D0;D0;C48;C36;C49;S8;C47;C19;C62;C88;C31;D0;D0;C26;C54;C55;C25;S19;C4;C72;C73;C21;C2;C58;C53;D0;D0;C76;C79;C3;C77;C12;D0;D0;C40;C74;C75;C56;C23;C67;S18;C39;C22;C41;D0;D0;C60;C83;C8;C46;S10;C45;C17;C84;C5;C93;C99;C96;C6;D0;D0;C89;C18;C82;C7;C52;C69;D0;D0;C1;C33;C81;C78;C34;C29;C24;S1;C80;C68;C28;D0
<br />
<b>Notice</b>:  Undefined index: mdocs-export-donot-delete in <b>D:\Sites\zavodi\ZITS\wp-content\plugins\memphis-documents-library\includes\mdocs-downloads.php</b> on line <b>73</b><br />
<br />
<b>Warning</b>:  unlink(C:\Windows\TEMP/mdocs-export.zip): No such file or directory in <b>D:\Sites\zavodi\ZITS\wp-content\plugins\memphis-documents-library\includes\mdocs-downloads.php</b> on line <b>73</b><br />
